snap	To snap a fastener .	(3, 7)	Snap your fingers .	(0, 4)
line	He got out of line .	(14, 18)	Toe the line .	(8, 12)
fast	Muslims fast during Ramadan .	(8, 12)	Catholics sometimes fast during Lent .	(20, 24)
rotate	We rotate the lead soprano every night .	(3, 9)	We rotate the crops so as to maximize the use of the soil .	(3, 9)
support	He applied to the state for support .	(28, 35)	They developed a scheme of mutual support .	(34, 41)
wash	He managed to wash out the stains .	(14, 18)	The car is so dirty , we need to wash it .	(33, 37)
spring	I spent my spring holidays in Morocco .	(11, 17)	You can visit me in the spring , when the weather is bearable .	(24, 30)
stretch	Stretch the fabric .	(0, 7)	I always stretch my muscles before exercising .	(9, 16)
loss	Loss of livestock left the rancher bankrupt .	(0, 4)	A serious loss of business .	(10, 14)
facility	He was famous for his facility as an archer .	(22, 30)	A cell phone with internet facility .	(27, 35)
owe	I still owe for the car .	(8, 11)	She owes me $ 200 .	(4, 8)
conflict	The conflict between the government and the rebels began three years ago .	(4, 12)	He was immobilized by conflict and indecision .	(22, 30)
cover	Cover her face with a handkerchief .	(0, 5)	The period covered the turn of the century .	(11, 18)
time	When was the last time we went out ? I do n't remember .	(18, 22)	He called four times .	(15, 20)
use	I ca n't use this tool .	(9, 12)	Use the plastic bags to store the food .	(0, 3)
pad	Pad the seat of the chair .	(0, 3)	Pad a bra .	(0, 3)
effect	He just did it for effect .	(19, 25)	The new law will come into effect on the first day of next year .	(27, 33)
population	The population of New Jersey will not stand for this !	(4, 14)	The African-American population of Salt Lake City has been increasing .	(21, 31)
pull	The pull of the moon .	(4, 8)	The pull of the current .	(4, 8)
line	To line the shelves .	(3, 7)	Line one 's pockets .	(0, 4)
set	He gave a final set to his hat .	(16, 19)	The set of prime numbers is infinite .	(4, 7)
foot	The foot of the list .	(4, 8)	He stood at the foot of the tower .	(16, 20)
point	To fall off a point .	(14, 19)	He checked the point on his compass .	(15, 20)
fish	After the scare about foot-and-mouth disease a lot of people started eating fish instead of meat .	(76, 80)	They have a chef who specializes in fish .	(36, 40)
line	I tried to make a call , but the line was dead .	(33, 37)	A dedicated line .	(12, 16)
unit	A unit of wheat is a bushel .	(2, 6)	Units of nucleic acids .	(0, 5)
funny	She made a funny .	(11, 16)	She told a funny story .	(11, 16)
force	A force out was recorded on the scorecard .	(2, 7)	Force equals mass times acceleration .	(0, 5)
disposition	I have little disposition now to do as you say .	(14, 25)	Salt has a disposition to dissolve in water .	(11, 22)
voice	The wee small voice of conscience .	(14, 19)	He said his voices told him to do it .	(12, 18)
carry	I carry her image in my mind 's eye .	(2, 7)	I carry these thoughts in the back of my head .	(2, 7)
pay	Pay a visit .	(0, 3)	He paid off the loan three months early .	(3, 7)
classify	How would you classify these pottery shards -- are they prehistoric ?	(14, 22)	She classified the articles into different genres .	(4, 14)
touch	The cooling touch of the night air .	(12, 17)	There was a touch of sarcasm in his tone .	(12, 17)
accord	We are in accord with your proposal .	(10, 16)	The accord of light and shade in painting .	(4, 10)
feeling	He lost all feeling in his arm .	(12, 19)	He had terrible feelings of guilt .	(16, 24)
shower	Would male strippers be appropriate for the divorce shower ?	(52, 58)	Today there will be frequent showers and some sunny spells .	(29, 36)
make	He will make a fine father .	(8, 12)	He makes a great host .	(3, 8)
leave	She wants to leave .	(13, 18)	His good luck finally left him .	(22, 26)
softness	He attributes the disappointing results to softness in the economy .	(43, 51)	And in softness almost beyond hearing .	(7, 15)
drink	No thanks , I do n't drink .	(21, 26)	You 've been drinking , have n't you ?	(13, 21)
time	He had a time holding back the tears .	(9, 13)	They had a good time together .	(16, 20)
drive	Drive a car or bus .	(0, 5)	My new truck drives well .	(13, 19)
solution	The solution took three hours .	(4, 12)	They were trying to find a peaceful solution .	(36, 44)
read	I read this address as a satire .	(2, 6)	I can read his feelings in his face .	(6, 10)
hit	We were hit by really bad weather .	(8, 11)	The temperature could hit 110 F tomorrow .	(22, 25)
develop	Develop the rook .	(0, 7)	Report the news as it develops .	(22, 30)
raise	Raise a sad cry .	(0, 5)	Raise a protest .	(0, 5)
side	He was on the heavy side .	(20, 24)	Look on the bright side .	(19, 23)
dress	Dress the patient .	(0, 5)	Dress the plants in the garden .	(0, 5)
crack	He opened the window a crack .	(23, 28)	I 'd like to take a crack at that game .	(20, 25)
sign	The hunters found deer sign at the end of the trail .	(23, 27)	Those clouds show signs of raining soon .	(18, 23)
texture	The wall had a smooth texture .	(22, 29)	The beans had a grainy , gritty texture in her mouth .	(32, 39)
number	He had a number of chores to do .	(9, 15)	It was one of the best numbers he ever did .	(23, 30)
session	A filming session .	(10, 17)	Are we having a recording session ? " Yes . We 've even got some session musicians to provide some brass . " .	(26, 33)
come	Come out of the closet !	(0, 4)	He came from France .	(3, 7)
mercury	The mercury was falling rapidly .	(4, 11)	The mercury there has averaged 37.6C , 2.3C above the February norm .	(4, 11)
head	At five years of age this head of cattle is worth perhaps $ 40 .	(26, 30)	They shot 20 head of quail .	(13, 17)
touch	She did n't touch her food all night .	(12, 17)	Are you all right ? You 've hardly touched your lunch .	(35, 42)
ditch	Ditch a plane .	(0, 5)	Ditch a lover .	(0, 5)
think	I think she is pretty , contrary to most people .	(2, 7)	I think that he is her boyfriend .	(2, 7)
plane	He lived on a worldly plane .	(22, 27)	We will refer to the plane of the graph as the X-Y plane .	(21, 26)
fool	The village fool threw his own shoes down the well .	(12, 16)	You were a fool to cross that busy road without looking .	(11, 15)
connect	This computer will connect well to the network .	(19, 26)	Our computers connected together .	(14, 23)
twinkle	There 's a perpetual twinkle in his eyes .	(21, 28)	He was a rotund , jolly man with a twinkle in his eye .	(35, 42)
place	Do you want to come over to my place later ?	(31, 36)	Your place or mine ?	(5, 10)
possess	He does not even possess a working telephone .	(17, 24)	What possessed you to buy this house ?	(5, 14)
know	She does n't know this composer .	(13, 17)	I know him under a different name .	(2, 6)
sense	A sense of danger .	(2, 7)	A sense of happiness .	(2, 7)
keep	I keep my specimens under glass to protect them .	(2, 6)	Keep smiling .	(0, 4)
cardinal	The cardinal number " three " can be represented as " 3 " or " three " .	(4, 12)	The smallest cardinal numbers are 0 , 1 , 2 , and 3 .	(13, 21)
civilization	The people slowly progressed from barbarism to civilization .	(47, 59)	He is remembered for his generosity and civilization .	(40, 52)
channel	The ship went aground in the channel .	(29, 36)	The English Channel lies between France and England .	(12, 19)
drill	Drill a hole into the wall .	(0, 5)	Do n't drill here , there 's a gas pipe .	(7, 12)
light	Do you have a light ?	(14, 19)	The light of my life .	(4, 9)
business	Government and business could not agree .	(15, 23)	Computers are now widely used in business .	(33, 41)
wear	The tires showed uneven wear .	(24, 28)	She bought it for everyday wear .	(27, 31)
carry	These pipes carry waste water into the river .	(12, 17)	Amanda carried the package to New York from home .	(7, 14)
dibs	Who 's got dibs on the chips ?	(11, 15)	I have dibs on that last slice of pizza .	(7, 11)
recuperate	Recuperate one 's losses .	(0, 10)	The patient is recuperating .	(15, 27)
set	The film is set in Africa .	(12, 15)	Set up an experiment .	(0, 3)
summerize	Summerize a house .	(0, 9)	Summerize your car .	(0, 9)
count	Can you count the books on your shelf ?	(8, 13)	There are three apples ; count them .	(25, 30)
wear	Wear one 's hair in a certain way .	(0, 4)	She wore a smile all day .	(4, 8)
submission	What was the date of submission of your proposal ?	(21, 31)	His submission to the will of God .	(4, 14)
book	I am reading a good book on economics .	(20, 24)	They got a subpoena to examine our books .	(35, 40)
flash	A flash sewn on his sleeve indicated the unit he belonged to .	(2, 7)	Red flashes adorned the airplane .	(4, 11)
read	I can read his feelings in his face .	(6, 10)	She read my mind and promptly rose to get me a glass of water .	(4, 8)
connect	The new railroad will connect the northern part of the state to the southern part .	(22, 29)	Our computers connected together .	(14, 23)
pass	He had a pass for three days .	(9, 13)	It was not possible to complete the computation in a single pass .	(60, 64)
voice	The voice of experience .	(4, 9)	He said his voices told him to do it .	(12, 18)
softness	Orders have recently picked up after a period of extreme softness .	(57, 65)	He was shocked by the softness of the atmosphere surrounding the young prince , arising from the superfluity of the femininity that guided him .	(22, 30)
drag	He performed in drag .	(16, 20)	The waitresses looked like missionaries in drag .	(43, 47)
cover	When the pot comes to a boil , cover it and reduce the heat to medium .	(31, 36)	The caravan covered almost 100 miles each day .	(12, 19)
pocket	The trapped miners found a pocket of air .	(27, 33)	They dipped into the taxpayers ' pockets .	(33, 40)
book	Many readers find the first book of A Tale of Two Cities to be confusing .	(28, 32)	The book of Isaiah .	(4, 8)
life	Get a life .	(6, 10)	Social life .	(7, 11)
lock	The therapist noticed that the patient 's knees tended to lock in this exercise .	(58, 62)	The parents locked her daughter up for the weekend .	(12, 18)
drop	Drop a lawsuit .	(0, 4)	They dropped her after she had a child out of wedlock .	(5, 12)
game	He thought of his painting as a game that filled his empty time .	(32, 36)	Being a child is all fun and games .	(29, 34)
camp	The houseguests had to camp in the living room .	(23, 27)	Can we go camping again this summer ?	(10, 17)
line	The line of soldiers advanced with their bayonets fixed .	(4, 8)	They were arrayed in line of battle .	(21, 25)
smile	He has a sinister smile .	(18, 23)	She had a smile on her face .	(10, 15)
trend	The trend of the stock market .	(4, 9)	The trend of a coastline .	(4, 9)
drain	A drain on resources .	(2, 7)	A drain of young talent by emigration .	(2, 7)
monitor	The police monitor the suspect 's moves .	(11, 18)	We are monitoring the air quality .	(7, 17)
see	The minister does n't see anybody before noon .	(22, 25)	The doctor will see you now .	(16, 19)
air	Air out the smoke-filled rooms .	(0, 3)	Air the old winter clothes .	(0, 3)
time	Take time to smell the roses .	(5, 9)	I did n't have time to finish .	(15, 19)
ball	He played with his rubber ball in the bathtub .	(26, 30)	He threw nine straight balls before the manager yanked him .	(23, 28)
connect	Can you connect the two loudspeakers ?	(8, 15)	These computers connected well together .	(16, 25)
break	Break a lucky streak .	(0, 5)	Break the cycle of poverty .	(0, 5)
mess	My boss dumped a whole mess of projects on my desk today .	(23, 27)	The wardroom mess .	(13, 17)
rub	Rub oil into her skin .	(0, 3)	I rubbed my hands together for warmth .	(2, 8)
finish	When these final episodes are broadcast it will be the finish of the show .	(55, 61)	The market was up at the finish .	(25, 31)
implement	Implement a procedure .	(0, 9)	He implemented a new economic plan .	(3, 14)
case	It was a case of bad judgment .	(9, 13)	A typical case was the suburban housewife described by a marriage counselor .	(10, 14)
excitement	He could hardly conceal his excitement when she agreed .	(28, 38)	His face was flushed with excitement and his hands trembled .	(26, 36)
sense	Common sense is not so common .	(7, 12)	Fortunately she had the good sense to run away .	(29, 34)
life	I have known him all his life .	(25, 29)	She 's my love , my life .	(20, 24)
game	He 's in the plumbing game .	(22, 26)	The game is 6 all .	(4, 8)
union	The union of opposing factions .	(4, 9)	The Soviet Union .	(11, 16)
build	Build up confidence .	(0, 5)	The contractor builds houses for $ 100 .	(15, 21)
ensure	This nest egg will ensure a nice retirement for us .	(19, 25)	Our exertions ensured us a good outcome .	(14, 21)
haul	Haul nets .	(0, 4)	Haul stones .	(0, 4)
air	Open a window and let in some air .	(30, 33)	I need some fresh air .	(18, 21)
port	Port a rifle .	(0, 4)	Port arms !	(0, 4)
degree	She has two bachelor 's degrees and is studying towards a master 's degree .	(68, 74)	90 degrees Fahrenheit is equivalent to 32.2 degrees Celsius .	(3, 10)
make	One swallow does not a summer make .	(30, 34)	This makes the third infraction .	(5, 10)
round	He ordered a second round .	(20, 25)	They brought us a round of drinks about every thirty minutes .	(18, 23)
hum	The hum of distant traffic .	(4, 7)	They could hear a hum coming from the kitchen , and found the dishwasher on .	(18, 21)
finish	When the finish is too thin it is difficult to apply evenly .	(9, 15)	The car 's finish was so shiny and new .	(11, 17)
identity	Simply an identity element if both are true .	(10, 18)	It was too dark to determine his identity .	(33, 41)
make	A good review by this critic will make your play !	(34, 38)	She married into wealth and so has it made .	(38, 42)
people	His people have been farmers for generations .	(4, 10)	Are your people still alive ?	(9, 15)
trial	He called each flip of the coin a new trial .	(38, 43)	In the experimental trials the amount of carbon was measured separately .	(20, 26)
support	The statue stood on a marble support .	(29, 36)	The government provides support to the arts in several ways .	(24, 31)
stick	The policy so far is all stick and no carrot .	(25, 30)	The recipe calls for half a stick of butter .	(28, 33)
age	We live in a litigious age .	(23, 26)	The Bronze Age was followed by the Iron Age .	(11, 14)
head	200 head of cattle .	(4, 8)	A reduction in the assessment per head of sheep .	(34, 38)
poison	Gossip is a malicious poison .	(22, 28)	The poison of fascism .	(4, 10)
way	Did n't know the way home .	(17, 20)	It 's a long way to Moscow .	(13, 16)
survey	Under his proud survey the city lies . -Sir John Denham .	(16, 22)	His survey of the battlefield was limited .	(4, 10)
leave	She did n't leave until midnight .	(12, 17)	The president 's remarks left us speechless .	(25, 29)
notice	An obituary notice .	(12, 18)	You did n't give me enough notice .	(27, 33)
work	I will work hard to improve my grades .	(7, 11)	They worked on the task .	(5, 11)
control	Control the budget .	(0, 7)	Control an account .	(0, 7)
chain	A chain of ideas , one leading to the next .	(2, 7)	The chain of command .	(4, 9)
sense	It 's common sense not to put metal objects in a microwave oven .	(13, 18)	Common sense is not so common .	(7, 12)
sale	They are having a clearance sale : 50 % off .	(28, 32)	I got some great bargains at their annual sale .	(42, 46)
baby	Stop being a baby !	(13, 17)	Stand up for yourself - do n't be such a baby !	(41, 45)
head	The beer had a large head of foam .	(21, 25)	Pour me a fresh beer ; this one has no head .	(39, 43)
pull	Pull a bank robbery .	(0, 4)	The car pulls to the right .	(8, 13)
shift	We 'll have to shift these boxes to the downtown office .	(15, 20)	Shift the emphasis .	(0, 5)
run	He went to Las Vegas and spent all his money over a three-day run .	(62, 65)	I 'm having a run of bad luck .	(14, 17)
wall	Negotiations ran into a brick wall .	(30, 34)	The walls of the cylinder were perforated .	(4, 9)
cast	Her features had a delicate cast to them .	(28, 32)	The delicate cast of his features .	(13, 17)
stay	We stayed in Hawaii for a week .	(3, 9)	The judge stayed the execution order .	(10, 16)
chain	A chain of ideas , one leading to the next .	(2, 7)	The third link of the silver chain needs to be resoldered .	(29, 34)
burn	He watched the house burn .	(21, 25)	The sun burned his face .	(8, 14)
face	Dew dripped from the face of the leaf .	(21, 25)	She wanted to wipe him off the face of the earth .	(31, 35)
run	I will run the sample .	(7, 10)	Do n't run that software unless you have permission . ' .	(7, 10)
provide	Do n't bother bringing equipment , as we will provide it .	(46, 53)	This procedure provides for lots of leeway .	(15, 23)
base	The base of the triangle .	(4, 8)	The attack wiped out our forward bases .	(33, 38)
day	It should arrive any day now .	(21, 24)	Those were the days .	(15, 19)
trust	Do n't trust my ex - wife .	(7, 12)	I trust you will behave better from now on .	(2, 7)
pay	Pay up , please !	(0, 3)	She offered to pay the bill .	(15, 18)
life	While there 's life there 's hope .	(15, 19)	Life depends on many chemical and physical processes .	(0, 4)
raise	Raise a family .	(0, 5)	To raise somebody to office .	(3, 8)
front	He walked to the front of the stage .	(17, 22)	He led the national liberation front .	(31, 36)
drive	Drive the forest .	(0, 5)	We drove the car to the garage .	(3, 8)
withholding	There were allegations of the withholding of evidence .	(30, 41)	I resented his withholding permission .	(15, 26)
sale	I got some great bargains at their annual sale .	(42, 46)	They held a sale to reduce their inventory .	(12, 16)
line	The answer to the comprehension question can be found in the third line of the accompanying text .	(67, 71)	There are six lines in every stanza .	(14, 19)
act	She wants to act Lady Macbeth , but she is too young for the role .	(13, 16)	He acted the idiot .	(3, 8)
assemble	Assemble your colleagues .	(0, 8)	The parents assembled in the school hall .	(12, 21)
clearance	The plane was given clearance to land .	(20, 29)	He got clearance to travel to America , even though he had previous links to terrorists .	(7, 16)
heart	The child won everyone 's heart .	(26, 31)	He stood still , his heart thumping wildly .	(21, 26)
channelize	Channelize a stream .	(0, 10)	Channelize the country for better transportation .	(0, 10)
membership	They polled their membership .	(18, 28)	He has memberships in clubs in three cities .	(7, 18)
time	We had a wonderful time at the party .	(19, 23)	He had a time holding back the tears .	(9, 13)
use	I ca n't use this tool .	(9, 12)	We can use this mathematical formula to solve the problem .	(7, 10)
subvert	Do school counselors subvert young children ?	(21, 28)	We must not let our civil liberties be subverted by the current crisis .	(39, 48)
remission	Her cancer was in remission .	(18, 27)	His cancer is in remission .	(17, 26)
treat	Treat an oil spill .	(0, 5)	Treat the lawn with chemicals .	(0, 5)
move	To move in a matter .	(3, 7)	The soldiers moved towards the city in an attempt to take it before night fell .	(13, 18)
take	Take sick .	(0, 4)	Be taken drunk .	(3, 8)
light	It brought the scandal to light .	(26, 31)	He could paint the lightest light and the darkest dark .	(28, 33)
question	The question of seniority will be discussed at the meeting .	(4, 12)	There was a question of which material to use .	(12, 20)
stick	Stick the corner of the sheet under the mattress .	(0, 5)	This question really stuck me .	(21, 26)
avoid	I try to avoid the company of gamblers .	(9, 14)	We avoided the area .	(3, 10)
offer	Offer resistance .	(0, 5)	He offered his sympathy .	(3, 10)
film	The table was covered with a film of dust .	(29, 33)	The film was shot on location .	(4, 8)
extend	Extend the casserole with a little rice .	(0, 6)	Extend the TV antenna .	(0, 6)
product	They improve their product every year .	(19, 26)	The product of 2 and 3 is 6 .	(4, 11)
finish	The wine has a nutty flavor and a pleasant finish .	(43, 49)	Booze will be the finish of him .	(18, 24)
eye	The thread would n't go through the eye .	(36, 39)	They were in the eye of the storm .	(17, 20)
play	Play games .	(0, 4)	We played hockey all afternoon .	(3, 9)
break	This play will either make or break the playwright .	(30, 35)	His peccadilloes finally broke his marriage .	(25, 30)
develop	Develop a passion for painting .	(0, 7)	Develop the rook .	(0, 7)
snap	To snap a whip .	(3, 7)	Bullets snapped past us .	(8, 15)
cut	Cut a movie scene .	(0, 3)	Cut the engines when the plane comes to a halt !	(0, 3)
take	Take vengeance .	(0, 4)	Take steps .	(0, 4)
catch	Did you catch the thief ?	(8, 13)	He caught her staring out the window .	(3, 9)
attack	Open to attack by the elements .	(8, 14)	The film was sensitive to attack by acids .	(26, 32)
float	Float a ship .	(0, 5)	The government floated the ruble for a few months .	(15, 22)
role	The role of women has changed significantly in the last century .	(4, 8)	What is your role on the team ?	(13, 17)
shuffle	Shuffle the cards .	(0, 7)	I shuffled my feet in embarrassment .	(2, 10)
practice	It is good practice to check each door and window before leaving .	(11, 19)	It is their practice to give annual raises .	(12, 20)
drip	Listening to the tap next door drip all night drove me mad !	(31, 35)	Water is dripping from the faucet .	(9, 17)
grace	I 'm so grateful to God for the grace that He has given me .	(32, 37)	God 's grace is manifested in the salvation of sinners .	(7, 12)
stop	Soon the rain will stop .	(19, 23)	The car stopped .	(8, 15)
top	He stared as she buttoned her top .	(30, 33)	I bought this top as it matches my jeans .	(14, 17)
cover	When the pot comes to a boil , cover it and reduce the heat to medium .	(31, 36)	Cover the child with a blanket .	(0, 5)
range	A piano has a greater range than the human voice .	(22, 27)	He answered a range of questions .	(14, 19)
rubric	* That would fall under the rubric of things we can ignore for now .	(28, 34)	It is usually discussed under the rubric of ` functional obesity ' .	(34, 40)
example	But there is always the famous example of the Smiths .	(31, 38)	I profited from his example .	(20, 27)
prepare	Prepare a speech .	(0, 7)	The prince was prepared to become King one day .	(15, 23)
background	He is a lawyer with a sports background .	(29, 39)	The lawyer had a background in computer science .	(17, 27)
court	The king will visit the duke 's court .	(32, 37)	Pay court to the emperor .	(4, 9)
number	Every number has a unique position in the sequence .	(6, 12)	The equation e^i\pi+1=0 includes the most important numbers : 1 , 0 , \pi , i , and e.	(52, 59)
time	See you another time .	(16, 20)	When was the last time we went out ? I do n't remember .	(18, 22)
vagueness	These terms were used with a vagueness that suggested little or no thought about what each might convey .	(29, 38)	The Conservative manifesto is a model of vagueness .	(41, 50)
interest	In the interest of safety .	(7, 15)	In the common interest .	(14, 22)
sex	They had sex in the back seat .	(9, 12)	We had sex in the back seat .	(7, 10)
mirror	I had a look in the mirror to see if the blood had come off my face .	(20, 26)	We could see the lorry in the mirror , so decided to change lanes .	(30, 36)
civilization	He is remembered for his generosity and civilization .	(40, 52)	Early Mayan civilization .	(12, 24)
dig	Dig salt .	(0, 3)	Dig coal .	(0, 3)
arouse	Arouse pity .	(0, 6)	To arouse compassion .	(3, 9)
clarity	Lack of clarity on the part of the teacher will cause confusion among the students .	(8, 15)	She dreamed , with great clarity , that she had been seen her own death .	(25, 32)
date	I arranged a date with my Australian business partners .	(13, 17)	She asked how to avoid kissing at the end of a date .	(47, 51)
count	Can you count the books on your shelf ?	(8, 13)	I can count my colleagues in the opposition .	(6, 11)
authority	Respect my authority !	(11, 20)	He has the authority to issue warrants .	(11, 20)
know	Do you know my sister ?	(7, 11)	She does n't know this composer .	(13, 17)
direction	They proposed a new direction for the firm .	(20, 29)	He checked the direction and velocity of the wind .	(15, 24)
voice	The voice of the law .	(4, 9)	Conservatism has many voices .	(22, 28)
stomach	Exercise gave him a good stomach for dinner .	(25, 32)	A good stomach for roast beef .	(7, 14)
start	To start a business .	(3, 8)	Start a new job .	(0, 5)
score	Settling a score .	(11, 16)	The player with the highest score is the winner .	(28, 33)
air	The house had a neglected air .	(26, 29)	As he waited he could feel the air on his neck .	(31, 34)
connect	The new railroad will connect the northern part of the state to the southern part .	(22, 29)	Herman connected the computers together .	(7, 16)
slot	Bob Dylan occupied the top slot for several weeks .	(27, 31)	She beat some tough competition for the number one slot .	(51, 55)
charge	The child was a charge of the nanny .	(16, 22)	The teacher led her charges across the street .	(20, 27)
pop	Pop the clutch .	(0, 3)	The soldiers were popping .	(18, 25)
block	Block an attack .	(0, 5)	Block the book cover .	(0, 5)
language	The gift of language .	(12, 20)	He taught foreign languages .	(18, 27)
regret	I regret I ca n't come to the party .	(2, 8)	I regret that I have to do this , but I do n't have a choice .	(2, 8)
wall	Negotiations ran into a brick wall .	(30, 34)	A wall of prejudice .	(2, 6)
block	Block a nerve .	(0, 5)	You are blocking the name of your first wife !	(8, 16)
make	Make a move .	(0, 4)	Make advances .	(0, 4)
move	The move into my fiancé 's house took two long days .	(4, 8)	They say that three moves equal one fire .	(20, 25)
dwelling	Philip 's dwelling fronted on the street . - Alfred Tennyson .	(10, 18)	He built a modest dwelling near the pond .	(18, 26)
field	The set of rational numbers , \mathbbQ , is the prototypical field .	(61, 66)	Field of view .	(0, 5)
excuse	A poor excuse for an automobile .	(7, 13)	He had to get his mother to write an excuse for him .	(37, 43)
tell	Tell me what is bothering you .	(0, 4)	Ellen told Helen how to avoid the crowd .	(6, 10)
face	Dew dripped from the face of the leaf .	(21, 25)	Put a big sign on each face of the building that can be seen from the road .	(23, 27)
remember	Do you remember that he once loved you ?	(7, 15)	I ca n't remember saying any such thing .	(9, 17)
end	Start at the beginning and go on until you come to the end .	(55, 58)	The so-called glorious experiment came to an inglorious end .	(56, 59)
stop	Stop a car .	(0, 4)	Your rights stop where you infringe upon the rights of other .	(12, 16)
complexion	A sunburnt complexion .	(11, 21)	A liberal political complexion .	(20, 30)
streak	I was on a winning streak until the fourth game , where I was dealt terrible cards .	(19, 25)	Had a streak of bad luck .	(6, 12)
touch	He could not touch the meaning of the poem .	(13, 18)	She never touched her husband .	(10, 17)
deep	In the deep of winter .	(7, 11)	In the deep of night .	(7, 11)
behalf	Spoke a good word in his friend 's behalf .	(35, 41)	In your behalf .	(8, 14)
undo	I wish I could undo my actions .	(15, 19)	Fortunately , we can undo most of the damage to the system by the war .	(21, 25)
satisfaction	The chef tasted the sauce with great satisfaction .	(37, 49)	He enjoyed the dish with great satisfaction . He 'll order it again the next time he arrives .	(31, 43)
third	Jones came in third .	(14, 19)	He answered the first question willingly , the second reluctantly , and the third with resentment .	(76, 81)
keep	Keep appointments .	(0, 4)	She never keeps her promises .	(10, 15)
connect	The planes do n't connect and you will have to wait for four hours .	(18, 25)	Operator , could you connect me to the Raffles in Singapore ?	(21, 28)
support	The statue stood on a marble support .	(29, 36)	He leaned against the wall for support .	(31, 38)
round	A round of pleasures .	(2, 7)	The story is going the rounds in Washington .	(23, 29)
place	Place a phone call .	(0, 5)	He bet $ 2 on number six to place .	(28, 33)
make	Make advances .	(0, 4)	Make a phone call .	(0, 4)
deal	He 's a master of the business deal .	(31, 35)	We need to finalise the deal with Henderson by midnight .	(24, 28)
repertory	Has a large repertory of dialects and characters .	(12, 21)	The repertory of the supposed feats of mesmerism .	(4, 13)
love	Their love left them indifferent to their surroundings .	(6, 10)	He had n't had any love in months .	(19, 23)
give	Can you give me lessons ?	(8, 12)	When they asked , I gave my coat .	(20, 24)
refine	Refine pig iron .	(0, 6)	Refine oil .	(0, 6)
energy	Jogging works off my excess energy .	(28, 34)	Europeans often laugh at American energy .	(34, 40)
dwelling	The old house served as a dwelling for Albert .	(26, 34)	He built a modest dwelling near the pond .	(18, 26)
foot	The foot of the list .	(4, 8)	Curled up on the foot of the bed .	(17, 21)
fight	Do n't fight it !	(7, 12)	He fought for breath .	(3, 9)
seat	He was elected to a seat in the Senate .	(20, 24)	He sat on the arm of the chair rather than the seat , which always annoyed his mother .	(47, 51)
cup	The cup of her bra .	(4, 7)	Bees filled the waxen cups with honey .	(22, 26)
search	The outcome justified the search .	(26, 32)	A thorough search of the ledgers revealed nothing .	(11, 17)
see	You have to be a good observer to see all the details .	(34, 37)	He is blind -- he can not see .	(26, 29)
whisk	The chef prepared to whisk the egg whites for the angel 's food cake .	(21, 26)	Whisk the eggs .	(0, 5)
strength	They measured the station 's signal strength .	(36, 44)	He had the strength of ten men .	(11, 19)
side	It brought out his better side .	(26, 30)	Look on the bright side .	(19, 23)
scrambler	Their quarterback was a good scrambler .	(29, 38)	Scramblers can often unnerve a better tennis player .	(0, 10)
control	She never lost control of herself .	(15, 22)	He had lost control of his sphincters .	(12, 19)
poison	Poison the atmosphere in the office .	(0, 6)	Poison someone 's mind .	(0, 6)
law	Civilization presupposes respect for the law .	(41, 44)	By law , one is not allowed to own a wallaby in New York City .	(3, 6)
cover	Cover the grave with flowers .	(0, 5)	The insurance wo n't cover this .	(21, 26)
squeeze	Increased expenses put a squeeze on profits .	(25, 32)	Getting through that small opening was a tight squeeze .	(47, 54)
scrub	Engineers had to scrub the satellite launch due to bad weather .	(17, 22)	We had to scrub our vacation plans .	(10, 15)
spin	One of the planet 's moons has a slower spin than the others .	(40, 44)	He took the new car for a spin .	(26, 30)
rotation	The manager had only four starting pitchers in his rotation .	(51, 59)	Crop rotation makes a balanced demand on the fertility of the soil .	(5, 13)
blend	Blend the nuts and raisins together .	(0, 5)	He blends in with the crowd .	(3, 9)
mount	Mount a theater production .	(0, 5)	Mount a play .	(0, 5)
art	It 's quite an art .	(15, 18)	The art of conversation .	(4, 7)
detach	Detach a regiment .	(0, 6)	His retina detached and he had to be rushed into surgery .	(11, 19)
life	He wanted to live his own life without interference from others .	(26, 30)	She 's my love , my life .	(20, 24)
feel	I made the students feel different about themselves .	(20, 24)	You make me feel naked .	(12, 16)
break	Can you break a hundred-dollar bill for me ?	(8, 13)	I had to break a $ 100 bill just to buy the candy .	(9, 14)
order	Men from the fraternal order will staff the soup kitchen today .	(23, 28)	An explosion of a low order of magnitude .	(22, 27)
end	No one wanted to play end .	(22, 25)	They rode to the end of the line .	(17, 20)
commission	He works on commission .	(12, 22)	A reseller 's commission .	(14, 24)
camp	We 're planning to camp in the field until Sunday .	(19, 23)	Can we go camping again this summer ?	(10, 17)
strike	Strike fire from the flintstone .	(0, 6)	Strike a match .	(0, 6)
reticulation	The reticulation of a leaf .	(4, 16)	The reticulation of a photographic emulsion .	(4, 16)
use	We can use this mathematical formula to solve the problem .	(7, 10)	He does n't know how to use a computer .	(24, 27)
movement	The labor movement has been struggling in America since the passage of the Taft-Hartley act in 1947 .	(10, 18)	He was a charter member of the movement .	(31, 39)
action	His novels always have a lot of action .	(32, 38)	The United Nations must have the power to propose and organize action without being hobbled by irrelevant issues .	(63, 69)
ball	A ball of mud caught him on the shoulder .	(2, 6)	The children were playing ball in the garden .	(26, 30)
hollow	The hollow of the hand or of a tree .	(4, 10)	He built himself a cabin in a hollow high up in the Rockies .	(30, 36)
language	He uttered harsh language .	(17, 25)	Sign language .	(5, 13)
